term_str,n,p,i,n_chars,max_pos,n_pos,stop,p_stem,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
liquor,5,8.590395182231489e-07,20.150772163309767,6,NN,2,0,liquor,1,0,0,0,1,1,0,1,0,0,-1
twinkle,5,8.590395182231489e-07,20.150772163309767,7,JJ,3,0,twinkl,0,1,0,0,1,0,1,0,0,0,1
illness,5,8.590395182231489e-07,20.150772163309767,7,NN,3,0,ill,0,0,0,1,0,1,0,1,0,0,-1
destroying,5,8.590395182231489e-07,20.150772163309767,10,VBG,1,0,destroy,1,0,0,1,0,1,0,1,0,0,-1
struggle,5,8.590395182231489e-07,20.150772163309767,8,VBP,2,0,struggl,1,0,0,1,0,1,0,1,0,0,-1
infestation,5,8.590395182231489e-07,20.150772163309767,11,NN,1,0,infest,0,0,1,1,0,1,0,0,0,0,-1
wasteful,5,8.590395182231489e-07,20.150772163309767,8,JJ,1,0,wast,1,0,1,0,0,1,0,1,0,0,-1
unbroken,5,8.590395182231489e-07,20.150772163309767,8,JJ,2,0,unbroken,0,0,0,0,0,0,1,0,0,1,1
scaffold,5,8.590395182231489e-07,20.150772163309767,8,NN,4,0,scaffold,0,0,0,1,0,1,0,0,0,0,-1
parietal,5,8.590395182231489e-07,20.150772163309767,8,JJ,1,0,pariet,0,0,0,0,0,0,1,0,0,1,1
virgin,5,8.590395182231489e-07,20.150772163309767,6,NN,3,0,virgin,0,0,0,0,0,0,1,0,0,1,1
catastrophe,5,8.590395182231489e-07,20.150772163309767,11,NN,1,0,catastroph,1,0,1,1,0,1,0,1,1,0,-1
combat,5,8.590395182231489e-07,20.150772163309767,6,VB,2,0,combat,1,0,0,1,0,1,0,0,0,0,-1
sickness,5,8.590395182231489e-07,20.150772163309767,8,NN,1,0,sick,0,0,1,1,0,1,0,1,0,0,-1
unfold,5,8.590395182231489e-07,20.150772163309767,6,JJ,3,0,unfold,0,1,0,0,0,0,1,0,0,0,1
heavens,5,8.590395182231489e-07,20.150772163309767,7,NNS,2,0,heaven,0,0,0,0,1,0,1,0,0,1,1
practise,5,8.590395182231489e-07,20.150772163309767,8,NN,2,0,practis,0,1,0,0,0,0,1,0,0,0,1
skid,5,8.590395182231489e-07,20.150772163309767,4,NN,1,0,skid,1,0,0,1,0,1,0,1,0,0,-1
mentor,5,8.590395182231489e-07,20.150772163309767,6,NN,1,0,mentor,0,0,0,0,0,0,1,0,0,1,1
negotiate,5,8.590395182231489e-07,20.150772163309767,9,VB,2,0,negoti,0,0,0,0,0,0,1,0,0,1,1
darken,5,8.590395182231489e-07,20.150772163309767,6,VBN,2,0,darken,0,0,0,1,0,1,0,1,0,0,-1
intractable,5,8.590395182231489e-07,20.150772163309767,11,JJ,1,0,intract,1,0,0,0,0,1,0,0,0,0,-1
ransom,5,8.590395182231489e-07,20.150772163309767,6,NN,3,0,ransom,1,0,0,1,0,1,0,0,0,0,-1
impart,5,8.590395182231489e-07,20.150772163309767,6,VB,2,0,impart,0,0,0,0,0,0,1,0,0,1,1
expire,5,8.590395182231489e-07,20.150772163309767,6,VB,2,0,expir,0,0,0,0,0,1,0,1,0,0,-1
pig,5,8.590395182231489e-07,20.150772163309767,3,NN,1,0,pig,0,0,1,0,0,1,0,0,0,0,-1
halting,5,8.590395182231489e-07,20.150772163309767,7,VBG,2,0,halt,0,0,0,1,0,1,0,1,0,0,-1
arid,4,6.872316145785191e-07,20.47270025819713,4,JJ,1,0,arid,0,0,0,0,0,1,0,1,0,0,-1
oblivion,4,6.872316145785191e-07,20.47270025819713,8,NN,1,0,oblivion,1,0,0,1,0,1,0,0,0,0,-1
deformed,4,6.872316145785191e-07,20.47270025819713,8,VBD,3,0,deform,0,0,1,0,0,1,0,1,0,0,-1
dirt,4,6.872316145785191e-07,20.47270025819713,4,NN,2,0,dirt,0,0,1,0,0,1,0,0,0,0,-1
harm,4,6.872316145785191e-07,20.47270025819713,4,NN,3,0,harm,0,0,0,1,0,1,0,0,0,0,-1
orchestra,4,6.872316145785191e-07,20.47270025819713,9,JJ,2,0,orchestra,1,0,0,0,1,0,1,1,0,1,1
infectious,4,6.872316145785191e-07,20.47270025819713,10,JJ,1,0,infecti,0,0,1,1,0,1,0,1,0,0,-1
stone,4,6.872316145785191e-07,20.47270025819713,5,NN,1,0,stone,1,0,0,0,0,1,0,0,0,0,-1
fatty,4,6.872316145785191e-07,20.47270025819713,5,JJ,1,0,fatti,0,0,1,0,0,1,0,1,0,0,-1
risky,4,6.872316145785191e-07,20.47270025819713,5,JJ,1,0,riski,0,1,0,1,0,1,0,0,0,0,-1
safeguard,4,6.872316145785191e-07,20.47270025819713,9,VB,2,0,safeguard,0,0,0,0,0,0,1,0,0,1,1
annoying,4,6.872316145785191e-07,20.47270025819713,8,JJ,2,0,annoy,1,0,0,0,0,1,0,0,0,0,-1
companion,4,6.872316145785191e-07,20.47270025819713,9,NN,1,0,companion,0,0,0,0,1,0,1,0,0,1,1
averse,4,6.872316145785191e-07,20.47270025819713,6,IN,2,0,avers,1,0,1,1,0,1,0,0,0,0,-1
deteriorate,4,6.872316145785191e-07,20.47270025819713,11,VB,1,0,deterior,0,0,0,1,0,1,0,1,0,0,-1
pine,4,6.872316145785191e-07,20.47270025819713,4,NN,1,0,pine,0,0,0,0,0,1,0,1,0,0,-1
vitality,4,6.872316145785191e-07,20.47270025819713,8,NN,1,0,vital,0,0,0,0,1,0,1,0,0,1,1
punished,4,6.872316145785191e-07,20.47270025819713,8,VBN,2,0,punish,1,1,1,1,0,1,0,1,0,0,-1
punish,4,6.872316145785191e-07,20.47270025819713,6,VB,2,0,punish,0,0,0,1,0,1,0,0,0,0,-1
fear,4,6.872316145785191e-07,20.47270025819713,4,NN,2,0,fear,1,0,0,1,0,1,0,0,0,0,-1
adviser,4,6.872316145785191e-07,20.47270025819713,7,NN,1,0,advis,0,0,0,0,0,0,1,0,0,1,1
dementia,4,6.872316145785191e-07,20.47270025819713,8,NN,1,0,dementia,0,0,0,1,0,1,0,1,0,0,-1
honest,4,6.872316145785191e-07,20.47270025819713,6,JJ,2,0,honest,1,0,1,1,1,0,1,1,0,1,1
pest,4,6.872316145785191e-07,20.47270025819713,4,JJS,2,0,pest,1,0,1,1,0,1,0,0,0,0,-1
sick,4,6.872316145785191e-07,20.47270025819713,4,JJ,1,0,sick,0,0,1,0,0,1,0,1,0,0,-1
blame,4,6.872316145785191e-07,20.47270025819713,5,NN,3,0,blame,1,0,1,0,0,1,0,0,0,0,-1
luster,4,6.872316145785191e-07,20.47270025819713,6,NN,1,0,luster,0,0,0,0,1,0,1,0,0,0,1
victor,4,6.872316145785191e-07,20.47270025819713,6,NN,1,0,victor,0,0,0,0,1,0,1,0,0,0,1
intimidation,4,6.872316145785191e-07,20.47270025819713,12,NN,1,0,intimid,1,0,0,1,0,1,0,0,0,0,-1
mad,4,6.872316145785191e-07,20.47270025819713,3,JJ,2,0,mad,1,0,1,1,0,1,0,1,0,0,-1
darkened,4,6.872316145785191e-07,20.47270025819713,8,VBN,2,0,darken,0,0,0,1,0,1,0,1,0,0,-1
haven,4,6.872316145785191e-07,20.47270025819713,5,JJ,3,1,haven,0,0,0,0,0,0,1,0,0,1,1
bayonet,4,6.872316145785191e-07,20.47270025819713,7,NN,1,0,bayonet,1,0,0,1,0,1,0,0,0,0,-1
lynch,4,6.872316145785191e-07,20.47270025819713,5,NN,2,0,lynch,1,0,1,1,0,1,0,1,0,0,-1
durable,4,6.872316145785191e-07,20.47270025819713,7,JJ,1,0,durabl,0,0,0,0,0,0,1,0,0,1,1
chimera,4,6.872316145785191e-07,20.47270025819713,7,NN,1,0,chimera,0,0,0,1,0,0,0,0,1,0,0
rupture,4,6.872316145785191e-07,20.47270025819713,7,NN,2,0,ruptur,0,0,0,1,0,1,0,1,1,0,-1
ail,4,6.872316145785191e-07,20.47270025819713,3,NN,2,0,ail,0,0,0,0,0,1,0,1,0,0,-1
rogue,4,6.872316145785191e-07,20.47270025819713,5,JJ,2,0,rogu,0,0,1,0,0,1,0,0,0,0,-1
compliment,4,6.872316145785191e-07,20.47270025819713,10,NN,1,0,compliment,0,1,0,0,1,0,1,0,1,1,1
officer,4,6.872316145785191e-07,20.47270025819713,7,NN,1,0,offic,0,0,0,0,0,0,1,0,0,1,1
discreet,4,6.872316145785191e-07,20.47270025819713,8,NN,1,0,discreet,0,1,0,0,0,0,1,0,0,0,1
shoot,4,6.872316145785191e-07,20.47270025819713,5,VB,3,0,shoot,1,0,0,1,0,1,0,0,0,0,-1
prohibited,4,6.872316145785191e-07,20.47270025819713,10,VBN,3,0,prohibit,1,0,1,1,0,1,0,0,0,0,-1
harvest,4,6.872316145785191e-07,20.47270025819713,7,JJS,2,0,harvest,0,1,0,0,1,0,1,0,0,0,1
buck,4,6.872316145785191e-07,20.47270025819713,4,NN,3,0,buck,0,0,0,1,0,1,1,0,1,0,0
heighten,4,6.872316145785191e-07,20.47270025819713,8,VB,1,0,heighten,0,0,0,1,0,1,0,0,0,0,-1
enablement,4,6.872316145785191e-07,20.47270025819713,10,NN,1,0,enabl,0,0,0,0,0,0,1,0,0,1,1
biopsy,4,6.872316145785191e-07,20.47270025819713,6,NN,2,0,biopsi,0,0,0,1,0,1,0,0,0,0,-1
gag,4,6.872316145785191e-07,20.47270025819713,3,NN,1,0,gag,0,0,1,0,0,1,0,0,0,0,-1
schizophrenia,4,6.872316145785191e-07,20.47270025819713,13,NN,2,0,schizophrenia,1,0,1,1,0,1,0,1,0,0,-1
sponsor,4,6.872316145785191e-07,20.47270025819713,7,NN,1,0,sponsor,0,0,0,0,0,0,1,0,0,1,1
worsening,4,6.872316145785191e-07,20.47270025819713,9,NN,2,0,worsen,0,0,1,0,0,1,0,1,0,0,-1
objection,4,6.872316145785191e-07,20.47270025819713,9,NN,1,0,object,1,0,0,0,0,1,0,0,0,0,-1
hurricane,4,6.872316145785191e-07,20.47270025819713,9,NN,1,0,hurrican,0,0,0,1,0,1,0,0,0,0,-1
encyclopedia,4,6.872316145785191e-07,20.47270025819713,12,NN,1,0,encyclopedia,0,0,0,0,0,0,1,0,0,1,1
guilty,4,6.872316145785191e-07,20.47270025819713,6,JJ,1,0,guilti,1,0,0,0,0,1,0,1,0,0,-1
impartial,4,6.872316145785191e-07,20.47270025819713,9,JJ,1,0,imparti,0,0,0,0,0,0,1,0,0,1,1
artillery,4,6.872316145785191e-07,20.47270025819713,9,NN,1,0,artilleri,0,0,0,1,0,1,0,0,0,0,-1
terrorist,4,6.872316145785191e-07,20.47270025819713,9,JJ,2,0,terrorist,1,0,1,1,0,1,0,1,1,0,-1
rags,4,6.872316145785191e-07,20.47270025819713,4,VBZ,3,0,rag,0,0,1,0,0,1,0,0,0,0,-1
hood,4,6.872316145785191e-07,20.47270025819713,4,NN,1,0,hood,1,0,1,1,0,1,0,0,0,0,-1
buss,4,6.872316145785191e-07,20.47270025819713,4,NN,2,0,buss,0,0,0,0,1,0,1,0,0,0,1
inefficiency,4,6.872316145785191e-07,20.47270025819713,12,NN,1,0,ineffici,0,0,1,0,0,1,0,1,0,0,-1
argue,4,6.872316145785191e-07,20.47270025819713,5,VB,2,0,argu,1,0,0,0,0,1,0,0,0,0,-1
graduation,3,5.154237109338893e-07,20.88773775747597,10,NN,1,0,graduat,0,1,0,1,1,0,1,0,1,1,1
perfection,3,5.154237109338893e-07,20.88773775747597,10,NN,2,0,perfect,0,1,0,0,1,0,1,0,1,1,1
excavation,3,5.154237109338893e-07,20.88773775747597,10,NN,2,0,excav,0,1,0,0,0,1,0,0,1,0,-1
expulsion,3,5.154237109338893e-07,20.88773775747597,9,NN,1,0,expuls,1,0,1,1,0,1,0,1,0,0,-1
angina,3,5.154237109338893e-07,20.88773775747597,6,JJ,2,0,angina,0,0,0,1,0,1,0,0,0,0,-1
opera,3,5.154237109338893e-07,20.88773775747597,5,JJ,3,0,opera,1,1,0,1,1,0,1,1,1,1,1
overwhelmed,3,5.154237109338893e-07,20.88773775747597,11,VBN,2,0,overwhelm,0,0,0,0,0,1,0,1,0,0,-1
birch,3,5.154237109338893e-07,20.88773775747597,5,NN,1,0,birch,1,0,1,1,0,1,0,0,0,0,-1
deprivation,3,5.154237109338893e-07,20.88773775747597,11,NN,1,0,depriv,1,0,1,1,0,1,0,1,0,0,-1
irritation,3,5.154237109338893e-07,20.88773775747597,10,NN,2,0,irrit,1,0,1,0,0,1,0,1,0,0,-1
burnt,3,5.154237109338893e-07,20.88773775747597,5,VBN,2,0,burnt,0,0,1,0,0,1,0,0,0,0,-1
complicate,3,5.154237109338893e-07,20.88773775747597,10,JJ,3,0,complic,1,0,0,0,0,1,0,0,0,0,-1
smell,3,5.154237109338893e-07,20.88773775747597,5,NN,2,0,smell,1,0,1,0,0,1,0,0,0,0,-1
tackle,3,5.154237109338893e-07,20.88773775747597,6,VB,2,0,tackl,1,0,0,0,0,0,0,0,1,0,0
sweet,3,5.154237109338893e-07,20.88773775747597,5,JJ,1,0,sweet,0,1,0,0,1,0,1,0,1,1,1
authenticity,3,5.154237109338893e-07,20.88773775747597,12,NN,1,0,authent,0,0,0,0,0,0,1,0,0,1,1
pinion,3,5.154237109338893e-07,20.88773775747597,6,NN,1,0,pinion,0,0,0,1,0,1,0,0,0,0,-1
revoke,3,5.154237109338893e-07,20.88773775747597,6,VB,1,0,revok,1,0,1,1,0,1,0,1,0,0,-1
veracity,3,5.154237109338893e-07,20.88773775747597,8,NN,1,0,verac,0,1,0,0,1,0,1,0,1,1,1
prolong,3,5.154237109338893e-07,20.88773775747597,7,VB,2,0,prolong,0,0,1,0,0,1,0,0,0,0,-1
esteem,3,5.154237109338893e-07,20.88773775747597,6,VBP,2,0,esteem,0,0,0,0,1,0,1,1,0,1,1
monochrome,3,5.154237109338893e-07,20.88773775747597,10,JJ,2,0,monochrom,0,0,1,0,0,1,0,0,0,0,-1
rooted,3,5.154237109338893e-07,20.88773775747597,6,VBN,1,0,root,0,0,0,0,0,0,1,0,0,1,1
retract,3,5.154237109338893e-07,20.88773775747597,7,NN,2,0,retract,1,0,0,0,0,1,0,0,0,0,-1
earthquake,3,5.154237109338893e-07,20.88773775747597,10,NN,1,0,earthquak,1,0,0,1,0,1,0,1,1,0,-1
scalpel,3,5.154237109338893e-07,20.88773775747597,7,NN,2,0,scalpel,0,0,0,1,0,1,0,0,0,0,-1
smile,3,5.154237109338893e-07,20.88773775747597,5,NN,2,0,smile,0,0,0,0,1,0,1,0,1,1,1
cage,3,5.154237109338893e-07,20.88773775747597,4,NN,1,0,cage,0,0,0,0,0,1,0,1,0,0,-1
warned,3,5.154237109338893e-07,20.88773775747597,6,VBN,1,0,warn,0,1,0,1,0,0,0,0,1,0,0
commonplace,3,5.154237109338893e-07,20.88773775747597,11,NN,1,0,commonplac,0,1,0,0,0,0,0,0,0,1,0
bombardment,3,5.154237109338893e-07,20.88773775747597,11,NN,1,0,bombard,1,0,0,1,0,1,0,0,0,0,-1
symphony,3,5.154237109338893e-07,20.88773775747597,8,NN,2,0,symphoni,0,1,0,0,1,0,1,0,0,0,1
repression,3,5.154237109338893e-07,20.88773775747597,10,NN,1,0,repress,0,0,0,1,0,1,0,0,0,0,-1
worm,3,5.154237109338893e-07,20.88773775747597,4,NN,1,0,worm,0,1,0,0,0,1,0,0,1,0,-1
uphill,3,5.154237109338893e-07,20.88773775747597,6,JJ,1,0,uphil,0,1,0,1,0,1,1,0,0,0,0
rehabilitation,3,5.154237109338893e-07,20.88773775747597,14,NN,1,0,rehabilit,0,1,0,0,0,0,1,0,0,0,1
sharpen,3,5.154237109338893e-07,20.88773775747597,7,VB,2,0,sharpen,1,1,0,0,0,0,0,0,0,0,0
plea,3,5.154237109338893e-07,20.88773775747597,4,NN,1,0,plea,0,1,0,1,0,1,0,1,0,0,-1
seize,3,5.154237109338893e-07,20.88773775747597,5,VB,1,0,seiz,0,0,0,1,0,1,0,0,0,0,-1
hope,3,5.154237109338893e-07,20.88773775747597,4,VBP,2,0,hope,0,1,0,0,1,0,1,0,1,1,1
retirement,3,5.154237109338893e-07,20.88773775747597,10,NN,1,0,retir,0,1,0,1,1,1,1,1,0,1,0
attentive,3,5.154237109338893e-07,20.88773775747597,9,JJ,2,0,attent,0,0,0,0,0,0,1,0,0,1,1
discord,3,5.154237109338893e-07,20.88773775747597,7,NN,2,0,discord,1,0,1,0,0,1,0,0,0,0,-1
lax,3,5.154237109338893e-07,20.88773775747597,3,NN,1,0,lax,0,0,0,0,0,1,0,1,0,0,-1
suspicious,3,5.154237109338893e-07,20.88773775747597,10,JJ,1,0,suspici,1,1,0,0,0,1,0,0,0,0,-1
vacation,3,5.154237109338893e-07,20.88773775747597,8,NN,1,0,vacat,0,1,0,0,1,0,1,0,0,0,1
endeavor,3,5.154237109338893e-07,20.88773775747597,8,NN,1,0,endeavor,0,1,0,0,0,0,1,0,0,0,1
boil,3,5.154237109338893e-07,20.88773775747597,4,VB,2,0,boil,0,0,1,0,0,1,0,0,0,0,-1
shaking,3,5.154237109338893e-07,20.88773775747597,7,VBG,2,0,shake,0,0,0,1,0,1,0,0,0,0,-1
elegant,3,5.154237109338893e-07,20.88773775747597,7,JJ,1,0,eleg,0,0,0,0,1,0,1,0,0,0,1
accused,3,5.154237109338893e-07,20.88773775747597,7,VBD,2,0,accus,1,0,0,1,0,1,0,0,0,0,-1
vote,3,5.154237109338893e-07,20.88773775747597,4,NN,3,0,vote,1,1,0,0,1,1,1,1,1,1,0
elucidate,3,5.154237109338893e-07,20.88773775747597,9,VB,1,0,elucid,0,0,0,0,0,0,1,0,0,1,1
morbidity,3,5.154237109338893e-07,20.88773775747597,9,NN,1,0,morbid,1,0,1,1,0,1,0,1,0,0,-1
contradict,3,5.154237109338893e-07,20.88773775747597,10,NN,3,0,contradict,1,0,0,0,0,1,0,0,0,0,-1
hostile,3,5.154237109338893e-07,20.88773775747597,7,JJ,2,0,hostil,1,0,1,1,0,1,0,0,0,0,-1
deny,3,5.154237109338893e-07,20.88773775747597,4,VB,1,0,deni,1,0,0,0,0,1,0,0,0,0,-1
disliked,3,5.154237109338893e-07,20.88773775747597,8,VBD,2,0,dislik,1,0,0,0,0,1,0,1,0,0,-1
monetary,3,5.154237109338893e-07,20.88773775747597,8,JJ,1,0,monetari,0,1,0,0,0,0,1,0,0,0,1
vigilance,3,5.154237109338893e-07,20.88773775747597,9,NN,1,0,vigil,0,1,0,0,0,0,1,0,0,1,1
anger,3,5.154237109338893e-07,20.88773775747597,5,NN,1,0,anger,1,0,0,0,0,1,0,0,0,0,-1
church,3,5.154237109338893e-07,20.88773775747597,6,NN,1,0,church,0,1,0,0,1,0,1,0,0,1,1
killing,3,5.154237109338893e-07,20.88773775747597,7,NN,2,0,kill,1,0,0,1,0,1,0,1,0,0,-1
unfortunate,3,5.154237109338893e-07,20.88773775747597,11,JJ,1,0,unfortun,0,0,0,0,0,1,0,1,0,0,-1
hire,3,5.154237109338893e-07,20.88773775747597,4,NN,2,0,hire,0,1,0,0,1,0,1,0,0,1,1
fraud,3,5.154237109338893e-07,20.88773775747597,5,NN,1,0,fraud,1,0,0,0,0,1,0,0,0,0,-1
aggressive,3,5.154237109338893e-07,20.88773775747597,10,JJ,1,0,aggress,1,0,0,1,0,1,0,0,0,0,-1
lion,3,5.154237109338893e-07,20.88773775747597,4,NN,2,0,lion,0,0,0,1,0,0,1,0,0,0,1
foreseen,3,5.154237109338893e-07,20.88773775747597,8,JJ,1,0,foreseen,0,1,0,0,0,0,1,0,0,0,1
ware,3,5.154237109338893e-07,20.88773775747597,4,NN,2,0,ware,0,0,0,1,0,1,0,0,0,0,-1
creature,3,5.154237109338893e-07,20.88773775747597,8,NN,1,0,creatur,0,0,1,1,0,1,0,0,0,0,-1
wanting,3,5.154237109338893e-07,20.88773775747597,7,VBG,1,0,want,0,0,0,0,0,1,0,1,0,0,-1
friend,3,5.154237109338893e-07,20.88773775747597,6,NN,1,0,friend,0,0,0,0,1,0,1,0,0,1,1
burglar,3,5.154237109338893e-07,20.88773775747597,7,JJ,1,0,burglar,0,0,1,1,0,1,0,0,0,0,-1
liberal,3,5.154237109338893e-07,20.88773775747597,7,JJ,1,0,liber,0,0,0,0,0,1,1,0,0,0,0
corrosive,3,5.154237109338893e-07,20.88773775747597,9,JJ,2,0,corros,0,0,0,1,0,1,0,0,0,0,-1
abuse,3,5.154237109338893e-07,20.88773775747597,5,NN,2,0,abus,1,0,1,1,0,1,0,1,0,0,-1
whim,3,5.154237109338893e-07,20.88773775747597,4,JJ,3,0,whim,0,1,0,0,1,1,0,0,1,0,-1
complaint,3,5.154237109338893e-07,20.88773775747597,9,NN,1,0,complaint,1,0,0,0,0,1,0,0,0,0,-1
unintentionally,3,5.154237109338893e-07,20.88773775747597,15,RB,1,0,unintent,0,0,0,0,0,1,0,0,1,0,-1
loo,3,5.154237109338893e-07,20.88773775747597,3,NN,1,0,loo,0,0,1,0,0,1,0,0,0,0,-1
inoculation,3,5.154237109338893e-07,20.88773775747597,11,NN,1,0,inocul,0,1,0,0,0,0,0,0,0,1,0
repellent,3,5.154237109338893e-07,20.88773775747597,9,NN,2,0,repel,1,0,1,1,0,1,0,0,0,0,-1
proficient,3,5.154237109338893e-07,20.88773775747597,10,JJ,2,0,profici,0,0,0,0,0,0,1,0,0,1,1
repulsion,3,5.154237109338893e-07,20.88773775747597,9,NN,1,0,repuls,0,0,1,1,0,1,0,0,0,0,-1
favorite,3,5.154237109338893e-07,20.88773775747597,8,NN,2,0,favorit,0,0,0,0,1,0,1,0,0,1,1
lethal,3,5.154237109338893e-07,20.88773775747597,6,JJ,1,0,lethal,0,0,1,1,0,1,0,1,0,0,-1
boast,3,5.154237109338893e-07,20.88773775747597,5,NN,1,0,boast,0,0,0,0,0,1,1,0,0,0,0
retard,3,5.154237109338893e-07,20.88773775747597,6,VB,2,0,retard,0,0,1,1,0,1,0,1,0,0,-1
liking,3,5.154237109338893e-07,20.88773775747597,6,NN,2,0,like,0,0,0,0,1,0,1,0,0,1,1
veer,3,5.154237109338893e-07,20.88773775747597,4,VB,2,0,veer,0,0,0,1,0,0,0,0,1,0,0
annihilation,2,3.4361580728925957e-07,21.47270025819713,12,NN,1,0,annihil,1,0,0,1,0,1,0,1,0,0,-1
agitated,2,3.4361580728925957e-07,21.47270025819713,8,VBN,1,0,agit,1,0,0,0,0,1,0,0,0,0,-1
fool,2,3.4361580728925957e-07,21.47270025819713,4,NN,1,0,fool,0,0,1,0,0,1,0,0,0,0,-1
stamina,2,3.4361580728925957e-07,21.47270025819713,7,NN,1,0,stamina,0,0,0,0,0,0,1,0,0,1,1
moribund,2,3.4361580728925957e-07,21.47270025819713,8,IN,2,0,moribund,0,0,0,0,0,1,0,1,0,0,-1
shopping,2,3.4361580728925957e-07,21.47270025819713,8,NN,1,0,shop,0,1,0,0,1,0,1,0,1,1,1
lamb,2,3.4361580728925957e-07,21.47270025819713,4,NN,1,0,lamb,0,0,0,0,1,0,1,0,0,1,1
jeopardy,2,3.4361580728925957e-07,21.47270025819713,8,NN,1,0,jeopardi,0,1,0,1,0,1,0,0,0,0,-1
threaten,2,3.4361580728925957e-07,21.47270025819713,8,VBP,1,0,threaten,1,1,0,1,0,1,0,0,0,0,-1
restrain,2,3.4361580728925957e-07,21.47270025819713,8,VB,1,0,restrain,1,0,0,1,0,1,0,0,0,0,-1
lightning,2,3.4361580728925957e-07,21.47270025819713,9,NN,2,0,lightn,1,0,0,1,0,0,0,0,1,0,0
director,2,3.4361580728925957e-07,21.47270025819713,8,NN,1,0,director,0,0,0,0,0,0,1,0,0,1,1
dubious,2,3.4361580728925957e-07,21.47270025819713,7,JJ,1,0,dubiou,0,0,0,1,0,1,0,0,0,1,-1
eager,2,3.4361580728925957e-07,21.47270025819713,5,JJ,1,0,eager,0,1,0,0,1,0,1,0,1,1,1
meritorious,2,3.4361580728925957e-07,21.47270025819713,11,JJ,1,0,meritori,0,0,0,0,1,0,1,0,0,1,1
peace,2,3.4361580728925957e-07,21.47270025819713,5,JJ,2,0,peac,0,1,0,0,1,0,1,0,0,1,1
mistaken,2,3.4361580728925957e-07,21.47270025819713,8,JJ,2,0,mistaken,0,0,0,1,0,1,0,0,0,0,-1
untitled,2,3.4361580728925957e-07,21.47270025819713,8,VBD,1,0,untitl,0,0,0,0,0,1,0,1,0,0,-1
evasion,2,3.4361580728925957e-07,21.47270025819713,7,NN,1,0,evas,0,0,0,1,0,1,0,1,0,0,-1
armor,2,3.4361580728925957e-07,21.47270025819713,5,NN,2,0,armor,0,0,0,1,0,0,1,0,0,1,1
competency,2,3.4361580728925957e-07,21.47270025819713,10,NN,1,0,compet,0,0,0,0,0,0,1,0,0,1,1
smiling,2,3.4361580728925957e-07,21.47270025819713,7,VBG,1,0,smile,0,0,0,0,1,0,1,0,0,0,1
adventure,2,3.4361580728925957e-07,21.47270025819713,9,NN,1,0,adventur,0,1,0,0,0,0,1,0,0,0,1
dying,2,3.4361580728925957e-07,21.47270025819713,5,NN,2,0,die,1,0,1,1,0,1,0,1,0,0,-1
professor,2,3.4361580728925957e-07,21.47270025819713,9,NN,1,0,professor,0,0,0,0,0,0,1,0,0,1,1
youth,2,3.4361580728925957e-07,21.47270025819713,5,RB,1,0,youth,1,1,0,1,1,0,1,0,1,0,1
spouse,2,3.4361580728925957e-07,21.47270025819713,6,NN,1,0,spous,0,0,0,0,1,0,1,0,0,1,1
uneasy,2,3.4361580728925957e-07,21.47270025819713,6,JJ,1,0,uneasi,0,0,1,1,0,1,0,0,0,0,-1
complain,2,3.4361580728925957e-07,21.47270025819713,8,VB,1,0,complain,1,0,0,0,0,1,0,1,0,0,-1
lemon,2,3.4361580728925957e-07,21.47270025819713,5,JJ,2,0,lemon,0,0,1,0,0,1,0,0,0,0,-1
dirty,2,3.4361580728925957e-07,21.47270025819713,5,JJ,2,0,dirti,0,0,1,0,0,1,0,0,0,0,-1
discoloration,2,3.4361580728925957e-07,21.47270025819713,13,NN,1,0,discolor,0,0,1,0,0,1,0,0,0,0,-1
appreciation,2,3.4361580728925957e-07,21.47270025819713,12,NN,1,0,appreci,0,0,0,0,1,0,1,0,0,1,1
poisoned,2,3.4361580728925957e-07,21.47270025819713,8,VBD,2,0,poison,1,0,1,1,0,1,0,1,0,0,-1
domination,2,3.4361580728925957e-07,21.47270025819713,10,NN,1,0,domin,1,0,0,1,0,1,0,1,0,0,-1
boy,2,3.4361580728925957e-07,21.47270025819713,3,NN,1,0,boy,0,0,1,0,0,1,0,0,0,0,-1
nonsensical,2,3.4361580728925957e-07,21.47270025819713,11,JJ,1,0,nonsens,0,0,0,0,0,1,0,1,0,0,-1
weeds,2,3.4361580728925957e-07,21.47270025819713,5,VBZ,1,0,weed,0,0,0,0,0,1,0,1,0,0,-1
bogus,2,3.4361580728925957e-07,21.47270025819713,5,JJ,1,0,bogu,1,0,1,0,0,1,0,0,0,0,-1
journey,2,3.4361580728925957e-07,21.47270025819713,7,NN,1,0,journey,0,1,0,1,1,0,1,0,0,0,1
foe,2,3.4361580728925957e-07,21.47270025819713,3,NN,1,0,foe,1,0,0,1,0,1,0,0,0,0,-1
rhythmical,2,3.4361580728925957e-07,21.47270025819713,10,JJ,1,0,rhythmic,0,0,0,0,1,0,1,0,1,0,1
preservative,2,3.4361580728925957e-07,21.47270025819713,12,JJ,2,0,preserv,0,1,0,0,1,0,1,0,1,1,1
senile,2,3.4361580728925957e-07,21.47270025819713,6,NN,1,0,senil,0,0,0,1,0,1,0,1,0,0,-1
afflict,2,3.4361580728925957e-07,21.47270025819713,7,VB,1,0,afflict,0,0,0,1,0,1,0,1,0,0,-1
futile,2,3.4361580728925957e-07,21.47270025819713,6,JJ,1,0,futil,0,0,0,0,0,1,0,1,0,0,-1
